n_speakers,sample_rate,nfft,signal_duration,vad_treshold,pre_emph,frame_length,overlap,window,model,p,pre_processing_time,mfcc_time,model_time,microF1,macroF1
6,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,GMM,6,0.84,18.24,8.45,0.95,0.95
6,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,9,0.94,22.42,44.08,0.57,0.55
6,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,GMM,5,0.84,15.76,8.13,0.88,0.87
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,8,1.04,35.49,122.17,0.95,0.95
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,8,0.9,25.28,70.8,0.98,0.98
6,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,GMM,12,0.84,32.65,8.61,0.92,0.94
6,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,SVM,9,0.84,25.0,19.57,0.5,0.44
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,11,1.04,44.2,40.87,0.9,0.91
6,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,GMM,5,0.84,15.71,7.89,0.72,0.73
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,5,0.93,15.41,11.9,0.9,0.91
6,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,GMM,12,0.84,32.67,8.49,0.92,0.94
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,8,0.83,15.73,16.64,0.68,0.66
6,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,6,0.94,16.98,19.5,0.82,0.86
6,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,GMM,9,0.77,16.11,3.63,0.85,0.84
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,8,0.94,25.33,13.66,0.9,0.91
6,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,VQ,4,0.77,8.52,20.54,0.85,0.84
6,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,SVM,8,0.79,14.73,9.11,0.52,0.44
6,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,GMM,7,0.84,20.32,7.94,0.92,0.93
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,11,0.83,20.86,17.81,0.68,0.69
6,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,8,0.94,20.47,43.46,0.65,0.65
6,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,VQ,8,0.77,14.71,35.12,0.98,0.98
6,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,GMM,4,0.84,13.6,8.43,0.6,0.63
6,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,SVM,4,0.77,8.54,7.52,0.38,0.34
6,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,SVM,7,0.79,12.98,8.77,0.52,0.49
6,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,VQ,5,0.84,15.72,35.67,0.88,0.89
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,5,0.83,11.11,15.75,0.45,0.46
6,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,GMM,7,0.84,20.34,8.59,0.92,0.93
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,12,0.83,22.34,18.82,0.6,0.57
6,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,GMM,11,0.84,29.83,7.46,0.88,0.9
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,5,0.94,18.33,33.04,0.38,0.37
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,11,0.83,20.87,60.79,0.98,0.98
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,7,0.83,14.27,6.71,0.85,0.85
6,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,GMM,8,0.77,14.71,3.56,0.92,0.93
6,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,GMM,10,0.84,27.78,7.72,0.98,0.98
6,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,VQ,9,0.84,25.0,57.77,0.9,0.91
6,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,SVM,10,0.77,17.91,9.63,0.57,0.55
6,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,12,1.05,46.72,106.63,0.6,0.56
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,7,0.83,14.28,7.01,0.88,0.88
6,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,VQ,8,0.79,14.73,33.78,0.88,0.89
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,10,0.9,30.18,36.91,0.57,0.56
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,8,0.83,15.73,6.24,0.85,0.84
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,8,0.9,25.28,34.48,0.6,0.53
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,10,0.83,18.98,17.19,0.57,0.56
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,7,0.9,23.13,34.2,0.57,0.67
6,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,SVM,12,0.84,32.68,20.43,0.57,0.47
6,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,12,1.05,46.72,170.2,1.0,1.0
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,5,0.94,18.33,15.5,0.9,0.91
6,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,5,0.9,15.42,41.95,0.48,0.48
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,10,0.83,18.99,7.5,1.0,1.0
6,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,4,0.9,14.71,48.13,0.88,0.87
6,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,7,1.05,33.2,108.28,0.92,0.94
6,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,SVM,8,0.84,22.96,19.41,0.55,0.51
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,11,0.94,33.07,14.35,0.9,0.91
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,8,0.93,20.49,78.64,0.88,0.89
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,12,0.9,35.23,102.23,0.9,0.91
6,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,GMM,8,0.84,22.96,7.4,0.95,0.95
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,11,0.94,33.07,38.15,0.62,0.61
6,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,VQ,8,0.84,23.01,52.49,0.9,0.91
6,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,4,1.05,24.98,72.82,0.7,0.72
6,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,SVM,11,0.79,19.29,9.95,0.55,0.46
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,9,0.93,22.44,22.22,0.88,0.89
6,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,11,1.13,44.3,106.08,0.65,0.65
6,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,VQ,8,0.77,14.7,34.31,0.88,0.89
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,9,0.9,28.02,16.77,0.88,0.87
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,5,0.93,15.41,40.93,0.48,0.52
6,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,GMM,4,0.84,13.58,7.14,0.78,0.77
6,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,VQ,4,0.77,8.54,20.64,0.7,0.73
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,12,0.94,35.46,39.43,0.62,0.53
6,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,GMM,11,0.84,29.84,8.69,1.0,1.0
6,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,GMM,10,0.84,27.84,7.53,0.98,0.98
6,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,VQ,7,0.79,12.98,30.55,0.88,0.89
6,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,4,0.94,13.68,36.88,0.62,0.68
6,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,4,1.05,24.98,71.76,0.7,0.76
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,6,0.83,12.55,38.06,0.88,0.89
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,8,0.83,15.72,16.73,0.52,0.44
6,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,8,1.13,35.6,101.71,0.52,0.44
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,11,0.83,20.86,7.5,1.0,1.0
6,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,SVM,8,0.84,22.96,19.14,0.52,0.44
6,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,VQ,7,0.84,20.34,45.64,0.92,0.93
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,10,0.83,18.99,16.97,0.55,0.54
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,4,0.83,9.47,7.13,0.85,0.87
6,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,7,1.05,33.2,99.14,0.55,0.65
6,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,GMM,5,0.77,9.92,3.44,0.72,0.73
6,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,6,0.9,17.0,42.24,0.5,0.44
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,12,0.93,27.94,21.75,0.92,0.93
6,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,SVM,12,0.79,21.21,10.5,0.6,0.52
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,8,0.9,25.24,35.2,0.52,0.44
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,10,0.94,30.22,37.44,0.57,0.55
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,12,0.83,22.34,6.99,0.98,0.98
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,7,0.83,14.28,16.34,0.5,0.45
6,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,5,1.05,27.69,55.67,0.7,0.71
6,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,GMM,9,0.77,16.09,4.1,0.98,0.98
6,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,SVM,8,0.77,14.71,9.11,0.65,0.54
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,12,0.83,22.35,7.73,0.95,0.95
6,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,VQ,8,0.84,22.96,50.55,0.88,0.89
6,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,SVM,5,0.77,9.92,8.02,0.4,0.33
6,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,GMM,11,1.13,44.3,45.48,0.9,0.91
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,9,1.04,38.74,35.98,0.88,0.89
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,4,0.83,9.46,13.89,0.35,0.32
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,5,0.93,15.41,55.28,0.92,0.92
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,7,0.83,14.27,16.41,0.5,0.47
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,10,0.94,30.22,84.47,1.0,1.0
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,5,0.94,18.33,50.3,0.9,0.9
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,6,0.94,20.51,59.05,0.98,0.98
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,5,0.9,18.32,32.93,0.45,0.38
6,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,10,0.9,25.03,46.7,0.57,0.56
6,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,VQ,7,0.77,12.99,31.09,0.98,0.98
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,4,0.83,9.47,28.95,0.88,0.89
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,9,0.94,28.03,36.3,0.57,0.5
6,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,11,1.05,44.21,153.32,1.0,1.0
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,9,0.83,17.53,7.08,0.9,0.9
6,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,GMM,7,0.84,20.31,8.52,0.88,0.88
6,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,SVM,9,0.79,16.1,9.84,0.6,0.53
6,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,10,1.05,40.97,103.47,0.42,0.38
6,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,VQ,7,0.77,13.0,30.63,0.98,0.98
6,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,SVM,9,0.84,25.05,19.65,0.7,0.71
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,5,0.83,11.1,15.23,0.42,0.45
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,6,0.83,12.55,15.96,0.5,0.44
6,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,VQ,12,0.84,32.68,73.01,0.9,0.91
6,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,10,1.05,40.97,145.07,0.95,0.95
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,6,0.9,20.47,11.91,0.78,0.79
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,7,0.83,14.27,7.26,0.9,0.91
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,11,0.93,26.24,18.7,0.9,0.91
6,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,SVM,8,0.84,23.01,19.4,0.52,0.44
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,8,0.9,25.24,14.07,0.9,0.91
6,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,GMM,9,0.84,25.03,6.53,0.88,0.89
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,7,1.04,33.0,98.57,0.52,0.47
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,10,0.83,18.99,7.44,0.95,0.95
6,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,VQ,11,0.77,19.31,44.34,0.95,0.95
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,4,1.04,25.14,73.09,0.88,0.87
6,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,SVM,11,0.77,19.29,9.92,0.65,0.67
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,4,0.9,15.91,43.47,0.75,0.78
6,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,SVM,5,0.84,15.71,16.77,0.48,0.41
6,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,VQ,8,0.84,22.96,52.44,0.98,0.98
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,10,0.93,24.13,44.29,0.57,0.56
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,4,0.9,15.91,16.35,0.62,0.66
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,8,0.83,15.73,49.08,1.0,1.0
6,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,VQ,6,0.84,18.24,40.82,0.9,0.91
6,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,GMM,6,0.84,18.24,7.06,0.95,0.95
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,5,1.04,27.68,85.06,0.88,0.87
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,4,0.9,15.91,32.35,0.38,0.3
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,4,0.83,9.46,13.63,0.55,0.5
6,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,5,0.94,15.4,29.92,0.75,0.76
6,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,8,1.05,35.46,42.6,0.8,0.81
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,4,0.94,15.9,32.68,0.5,0.44
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,7,0.94,23.14,63.96,0.88,0.89
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,6,0.9,20.52,33.13,0.55,0.47
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,9,0.83,17.53,16.86,0.52,0.45
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,11,0.83,20.86,17.91,0.62,0.61
6,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,9,0.94,22.42,18.57,0.9,0.91
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,12,0.9,35.25,40.3,0.55,0.53
6,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,6,1.13,30.15,99.14,0.55,0.46
6,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,8,0.94,20.47,81.87,0.98,0.98
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,7,0.93,18.9,71.19,0.98,0.98
6,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,10,0.9,25.03,101.43,1.0,1.0
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,9,0.9,27.98,80.66,0.98,0.98
6,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,10,1.13,41.03,144.68,1.0,1.0
6,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,12,0.94,27.93,17.77,0.92,0.93
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,6,0.9,20.52,13.33,0.92,0.93
6,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,VQ,4,0.84,13.62,30.89,0.85,0.84
6,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,9,1.13,38.49,130.75,1.0,1.0
6,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,VQ,5,0.77,9.92,24.3,0.85,0.87
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,4,0.9,15.86,32.4,0.6,0.58
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,10,1.04,41.04,146.44,1.0,1.0
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,7,1.04,33.0,108.64,0.92,0.93
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,12,0.9,35.25,103.03,0.9,0.9
6,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,GMM,12,1.13,46.8,56.98,0.92,0.93
6,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,SVM,5,0.84,15.72,16.96,0.42,0.4
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,9,0.9,27.98,36.02,0.57,0.5
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,9,0.9,28.02,35.21,0.5,0.42
6,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,GMM,10,0.77,17.9,4.07,0.92,0.93
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,SVM,10,0.9,30.19,37.36,0.48,0.48
6,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,12,0.94,27.93,47.13,0.6,0.57
6,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,SVM,12,0.77,21.17,10.4,0.6,0.5
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,9,0.94,28.03,12.87,0.9,0.91
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,6,0.94,20.51,33.88,0.55,0.46
6,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,GMM,9,0.84,25.0,6.88,0.88,0.89
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,10,1.04,41.04,37.08,0.92,0.93
6,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,11,1.13,44.3,152.35,0.95,0.95
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,9,0.9,27.98,15.17,0.95,0.95
6,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,GMM,8,0.84,23.01,8.46,0.95,0.95
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,6,0.83,12.57,38.03,1.0,1.0
6,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,SVM,11,0.77,19.31,10.01,0.6,0.49
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,4,0.94,15.9,43.29,0.88,0.89
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,12,0.93,27.94,46.83,0.62,0.53
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,6,0.93,16.98,19.17,0.92,0.93
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,8,0.83,15.72,6.03,0.88,0.87
6,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,VQ,10,0.77,17.91,41.85,1.0,1.0
6,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,VQ,9,0.84,25.05,55.49,0.92,0.93
6,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,GMM,8,0.94,20.47,18.86,0.85,0.86
6,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,VQ,11,0.77,19.29,44.45,0.98,0.98
6,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,SVM,10,0.77,17.9,9.52,0.48,0.48
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,5,0.9,18.33,16.04,0.88,0.87
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,4,0.83,9.46,28.92,0.78,0.84
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,SVM,11,0.9,33.08,38.53,0.62,0.61
6,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,VQ,12,0.79,21.21,48.78,0.92,0.93
6,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,GMM,8,0.84,22.96,8.7,0.82,0.84
6,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,SVM,6,0.94,16.98,41.95,0.55,0.5
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,5,0.83,11.1,7.65,0.75,0.75
6,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,SVM,6,0.84,18.24,18.39,0.52,0.45
6,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,SVM,12,0.77,21.22,10.45,0.55,0.47
6,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,GMM,4,0.84,13.62,6.98,0.82,0.85
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,11,1.04,44.2,104.31,0.65,0.65
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,8,0.9,25.24,73.64,0.88,0.89
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,7,0.94,23.14,34.31,0.48,0.45
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,10,0.94,30.22,14.98,0.98,0.98
6,10000,512,10.0,0.012,0.0,0.015,0.01,hamming,VQ,11,0.94,26.23,103.69,0.98,0.98
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,5,0.83,11.11,33.84,0.88,0.89
6,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,GMM,11,0.84,29.85,7.5,0.9,0.92
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,SVM,12,0.83,22.35,17.94,0.6,0.49
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,12,0.83,22.31,65.39,0.92,0.93
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,7,1.04,33.0,45.67,0.88,0.89
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,6,1.04,30.13,96.48,0.57,0.52
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,4,0.9,15.86,13.19,0.82,0.85
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,8,1.04,35.49,100.34,0.52,0.45
6,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,GMM,8,0.9,21.25,22.83,0.9,0.91
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,GMM,10,0.9,30.19,14.39,0.9,0.9
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,10,0.83,18.99,57.17,1.0,1.0
6,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,4,1.13,25.16,96.27,0.5,0.49
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,11,0.93,26.24,101.39,0.9,0.91
6,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,GMM,10,1.13,41.03,36.7,0.92,0.93
6,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,SVM,9,0.9,23.48,45.68,0.6,0.53
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,9,0.83,17.51,5.97,0.88,0.89
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,GMM,6,0.83,12.62,7.34,0.98,0.98
6,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,VQ,12,0.84,32.65,73.02,0.88,0.88
6,10000,512,10.0,0.012,0.95,0.025,0.01,hamming,VQ,9,0.94,28.03,77.66,0.98,0.98
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,12,1.04,46.78,105.8,0.62,0.54
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,SVM,9,0.93,22.44,44.81,0.6,0.53
6,10000,512,10.0,0.012,0.0,0.035,0.02,hamming,VQ,10,0.77,17.9,41.98,0.9,0.91
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,GMM,10,0.9,30.18,13.88,0.98,0.98
6,10000,512,10.0,0.012,0.0,0.025,0.01,hamming,VQ,9,0.83,17.53,53.96,0.98,0.98
6,10000,512,10.0,0.012,0.95,0.035,0.01,hamming,SVM,6,0.84,18.24,17.83,0.5,0.44
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,4,0.9,15.86,44.03,0.88,0.87
6,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,SVM,9,0.84,25.03,19.47,0.52,0.46
6,10000,512,10.0,0.012,0.95,0.035,0.02,hamming,GMM,10,0.79,17.9,3.95,1.0,1.0
6,10000,512,10.0,0.012,0.975,0.035,0.01,hamming,SVM,7,0.84,20.34,18.46,0.45,0.43
6,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,GMM,6,0.84,18.24,8.44,0.75,0.76
6,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,9,0.9,23.48,93.76,0.95,0.95
6,10000,512,10.0,0.012,0.95,0.015,0.01,hamming,VQ,12,1.13,46.8,169.16,0.95,0.95
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,GMM,7,0.93,18.9,16.34,0.88,0.87
6,10000,512,10.0,0.012,0.975,0.035,0.02,hamming,SVM,8,0.77,14.7,9.08,0.52,0.43
6,10000,512,10.0,0.012,0.0,0.035,0.01,hamming,SVM,10,0.84,27.77,19.89,0.45,0.51
6,10000,512,10.0,0.012,0.975,0.025,0.01,hamming,VQ,11,0.9,33.08,93.2,0.98,0.98
6,10000,512,10.0,0.012,0.975,0.015,0.01,hamming,VQ,12,1.04,46.78,170.56,0.95,0.95
